"Diet","BATCH","Essi_number","Bloomington_number","DGRP_number","n_pup","n_eclo","n_total"
"HP",8,196,28260,"DGRP-897",21,19,30
"HP",8,197,28261,"DGRP-900",26,20,30
"HP",8,198,28262,"DGRP-907",30,28,30
"HP",8,199,28263,"DGRP-908",30,27,30
"HP",18,200,28264,"DGRP-911",28,24,30
"HP",18,201,28265,"DGRP-913",19,19,30
"HS",2,1,28122,"DGRP-21",29,19,30
"HS",2,2,28123,"DGRP-26",19,7,30
"HS",21,3,28124,"DGRP-28",25,19,30
"HS",2,4,55014,"DGRP-31",24,22,30
"HS",2,5,55015,"DGRP-32",23,19,30
"HS",2,6,28125,"DGRP-38",8,6,30
"HS",2,7,29651,"DGRP-40",27,24,30
"HS",2,8,28126,"DGRP-41",25,21,30
"HS",21,9,28127,"DGRP-42",3,0,30
"HS",9,10,28128,"DGRP-45",23,11,30
"HS",1,11,55016,"DGRP-48",11,2,30
"HS",1,12,29652,"DGRP-57",25,23,30
"HS",2,13,28129,"DGRP-59",24,21,30
"HS",19,14,28130,"DGRP-69",21,19,30
"HS",9,15,28131,"DGRP-73",17,16,30
"HS",20,16,28132,"DGRP-75",30,29,30
"HS",1,17,28134,"DGRP-83",24,18,30
"HS",9,18,28274,"DGRP-85",20,20,30
"HS",14,19,28135,"DGRP-88",15,7,30
"HS",1,20,28136,"DGRP-91",15,6,30
"HS",5,21,28137,"DGRP-93",24,23,30
"HS",1,22,55017,"DGRP-100",16,9,30
"HS",1,23,28138,"DGRP-101",13,9,30
"HS",9,24,28139,"DGRP-105",27,27,30
"HS",2,25,28140,"DGRP-109",14,14,30
"HS",1,26,28141,"DGRP-129",26,21,30
"HS",1,27,28142,"DGRP-136",18,17,30
"HS",10,28,28143,"DGRP-138",25,19,30
"HS",1,29,28144,"DGRP-142",21,14,30
"HS",3,30,28145,"DGRP-149",26,12,30
"HS",3,31,28146,"DGRP-153",19,7,30
"HS",20,32,28147,"DGRP-158",28,22,30
"HS",9,33,28148,"DGRP-161",28,25,30
"HS",3,34,28149,"DGRP-176",16,11,30
"HS",14,35,28150,"DGRP-177",28,24,30
"HS",3,36,28151,"DGRP-181",29,17,30
"HS",3,37,28152,"DGRP-189",25,23,30
"HS",3,38,28153,"DGRP-195",27,27,30
"HS",3,39,25174,"DGRP-208",22,22,30
"HS",3,40,28154,"DGRP-217",30,29,30
"HS",10,41,28155,"DGRP-223",24,10,30
"HS",20,42,28156,"DGRP-227",22,2,30
"HS",20,43,28157,"DGRP-228",23,20,30
"HS",5,44,29653,"DGRP-229",25,21,30
"HS",10,45,28275,"DGRP-235",26,25,30
"HS",5,46,28160,"DGRP-237",10,10,30
"HS",2,47,28161,"DGRP-239",25,21,30
"HS",14,48,28162,"DGRP-256",24,17,30
"HS",11,49,28164,"DGRP-280",29,29,30
"HS",20,50,28165,"DGRP-287",16,15,30
"HS",10,51,25175,"DGRP-301",17,3,30
"HS",10,52,25176,"DGRP-303",23,22,30
"HS",16,53,25177,"DGRP-304",26,23,30
"HS",5,54,37525,"DGRP-306",29,28,30
"HS",5,55,25179,"DGRP-307",16,11,30
"HS",5,56,28166,"DGRP-309",20,18,30
"HS",21,57,28276,"DGRP-310",3,1,30
"HS",5,58,25180,"DGRP-313",23,16,30
"HS",4,60,28167,"DGRP-317",18,17,30
"HS",4,61,28168,"DGRP-318",27,0,30
"HS",4,62,55018,"DGRP-319",6,6,30
"HS",4,63,29654,"DGRP-320",29,26,30
"HS",4,64,29655,"DGRP-321",16,7,30
"HS",4,65,25182,"DGRP-324",30,29,30
"HS",11,66,28171,"DGRP-332",24,21,30
"HS",22,67,25183,"DGRP-335",25,24,30
"HS",4,68,28172,"DGRP-336",13,10,30
"HS",4,69,28173,"DGRP-338",20,14,30
"HS",4,70,28174,"DGRP-340",26,26,30
"HS",10,71,55019,"DGRP-348",13,12,30
"HS",10,72,28176,"DGRP-350",27,23,30
"HS",10,73,28177,"DGRP-352",25,20,30
"HS",10,74,55020,"DGRP-354",10,7,30
"HS",13,75,55038,"DGRP-355",23,21,30
"HS",20,76,28178,"DGRP-356",26,22,30
"HS",14,77,25184,"DGRP-357",27,23,30
"HS",12,78,25185,"DGRP-358",21,18,30
"HS",13,79,28179,"DGRP-359",22,9,30
"HS",12,80,25186,"DGRP-360",29,27,30
"HS",13,81,28180,"DGRP-361",24,5,30
"HS",9,82,25187,"DGRP-362",19,19,30
"HS",7,83,25445,"DGRP-365",27,11,30
"HS",19,84,28181,"DGRP-367",28,18,30
"HS",11,85,28182,"DGRP-370",28,26,30
"HS",16,86,28183,"DGRP-371",30,27,30
"HS",13,87,28184,"DGRP-373",20,14,30
"HS",12,88,28185,"DGRP-374",27,25,30
"HS",7,89,25188,"DGRP-375",27,23,30
"HS",11,90,28186,"DGRP-377",19,16,30
"HS",9,91,25189,"DGRP-379",14,1,30
"HS",14,92,25190,"DGRP-380",30,29,30
"HS",14,93,28188,"DGRP-381",18,15,30
"HS",7,94,28189,"DGRP-382",25,23,30
"HS",20,95,28190,"DGRP-383",5,3,30
"HS",14,96,28191,"DGRP-385",28,27,30
"HS",14,97,28192,"DGRP-386",21,18,30
"HS",7,98,55021,"DGRP-390",22,21,30
"HS",15,99,25191,"DGRP-391",27,24,30
"HS",14,100,28194,"DGRP-392",29,27,30
"HS",7,101,55022,"DGRP-395",24,22,30
"HS",9,102,55023,"DGRP-397",27,9,30
"HS",7,103,25192,"DGRP-399",26,23,30
"HS",14,104,29656,"DGRP-405",22,19,30
"HS",15,105,29657,"DGRP-406",28,27,30
"HS",16,106,28278,"DGRP-409",21,16,30
"HS",6,107,28196,"DGRP-426",9,9,30
"HS",6,108,25193,"DGRP-427",22,19,30
"HS",6,109,25194,"DGRP-437",29,29,30
"HS",16,110,29658,"DGRP-439",27,5,30
"HS",16,111,28197,"DGRP-440",28,23,30
"HS",6,112,28198,"DGRP-441",9,8,30
"HS",15,113,28199,"DGRP-443",22,21,30
"HS",16,114,28200,"DGRP-461",28,19,30
"HS",21,115,25195,"DGRP-486",29,26,30
"HS",6,116,28202,"DGRP-491",21,21,30
"HS",9,117,28203,"DGRP-492",26,21,30
"HS",15,118,28204,"DGRP-502",28,25,30
"HS",20,119,55024,"DGRP-505",20,13,30
"HS",16,120,28205,"DGRP-508",27,25,30
"HS",6,121,28206,"DGRP-509",23,16,30
"HS",6,122,29659,"DGRP-513",19,12,30
"HS",6,123,25197,"DGRP-517",29,26,30
"HS",12,124,55025,"DGRP-528",20,17,30
"HS",6,125,29660,"DGRP-530",28,25,30
"HS",21,126,28207,"DGRP-531",26,15,30
"HS",6,127,28208,"DGRP-535",25,21,30
"HS",7,128,55026,"DGRP-551",26,22,30
"HS",7,129,25198,"DGRP-555",14,7,30
"HS",12,130,55027,"DGRP-559",24,20,30
"HS",7,131,28211,"DGRP-563",22,21,30
"HS",20,132,55028,"DGRP-566",19,16,30
"HS",15,133,28212,"DGRP-584",26,22,30
"HS",15,134,28213,"DGRP-589",26,22,30
"HS",16,135,28215,"DGRP-595",27,27,30
"HS",17,136,55029,"DGRP-596",22,14,30
"HS",7,137,55030,"DGRP-627",28,22,30
"HS",15,138,55031,"DGRP-630",30,23,30
"HS",15,139,55032,"DGRP-634",17,14,30
"HS",21,140,25199,"DGRP-639",10,2,30
"HS",22,141,28217,"DGRP-646",11,4,30
"HS",17,142,28218,"DGRP-703",30,25,30
"HS",17,143,25744,"DGRP-705",26,15,30
"HS",17,144,25200,"DGRP-707",26,22,30
"HS",19,145,25201,"DGRP-712",28,19,30
"HS",12,146,25745,"DGRP-714",27,21,30
"HS",11,147,28219,"DGRP-716",28,15,30
"HS",18,148,28220,"DGRP-721",25,20,30
"HS",21,149,28221,"DGRP-727",26,23,30
"HS",9,151,25203,"DGRP-732",27,20,30
"HS",17,152,28222,"DGRP-737",29,26,30
"HS",22,153,28223,"DGRP-738",20,16,30
"HS",17,154,28224,"DGRP-748",29,29,30
"HS",19,155,28226,"DGRP-757",24,22,30
"HS",20,156,28227,"DGRP-761",22,15,30
"HS",17,157,25204,"DGRP-765",12,8,30
"HS",11,158,25205,"DGRP-774",27,24,30
"HS",11,159,28229,"DGRP-776",27,27,30
"HS",12,160,28230,"DGRP-783",27,20,30
"HS",12,161,25206,"DGRP-786",25,19,30
"HS",11,162,28231,"DGRP-787",28,26,30
"HS",19,163,28232,"DGRP-790",25,13,30
"HS",17,164,28233,"DGRP-796",21,18,30
"HS",13,165,25207,"DGRP-799",26,24,30
"HS",11,166,28234,"DGRP-801",27,19,30
"HS",12,167,28235,"DGRP-802",26,22,30
"HS",15,168,28236,"DGRP-804",3,0,30
"HS",22,169,28237,"DGRP-805",21,17,30
"HS",17,170,28238,"DGRP-808",28,18,30
"HS",17,171,28239,"DGRP-810",15,3,30
"HS",15,172,28240,"DGRP-812",0,0,30
"HS",17,173,28241,"DGRP-818",30,24,30
"HS",13,174,28242,"DGRP-819",29,28,30
"HS",11,175,25208,"DGRP-820",27,26,30
"HS",8,176,28243,"DGRP-821",21,13,30
"HS",19,177,28244,"DGRP-822",18,17,30
"HS",21,178,28245,"DGRP-832",12,11,30
"HS",8,180,28247,"DGRP-843",25,24,30
"HS",18,181,28248,"DGRP-849",13,13,30
"HS",19,182,28249,"DGRP-850",29,27,30
"HS",8,183,25209,"DGRP-852",23,23,30
"HS",18,184,28250,"DGRP-853",28,9,30
"HS",18,185,28251,"DGRP-855",23,19,30
"HS",19,186,28252,"DGRP-857",14,7,30
"HS",8,187,25210,"DGRP-859",28,28,30
"HS",18,188,28253,"DGRP-861",15,12,30
"HS",19,189,28254,"DGRP-879",24,22,30
"HS",18,190,28255,"DGRP-882",13,9,30
"HS",19,192,28279,"DGRP-887",1,1,30
"HS",8,193,28257,"DGRP-890",27,22,30
"HS",8,194,28258,"DGRP-892",28,28,30
"HS",8,196,28260,"DGRP-897",10,7,30
"HS",8,197,28261,"DGRP-900",30,24,30
"HS",8,198,28262,"DGRP-907",27,26,30
"HS",8,199,28263,"DGRP-908",28,26,30
"HS",18,200,28264,"DGRP-911",28,24,30
"HS",18,201,28265,"DGRP-913",22,21,30
"coco",2,1,28122,"DGRP-21",25,20,30
"coco",2,2,28123,"DGRP-26",17,4,30
"coco",21,3,28124,"DGRP-28",19,6,30
"coco",2,4,55014,"DGRP-31",25,20,30
"coco",2,5,55015,"DGRP-32",29,10,30
"coco",2,6,28125,"DGRP-38",17,13,30
"coco",2,7,29651,"DGRP-40",17,13,30
"coco",2,8,28126,"DGRP-41",20,4,30
"coco",21,9,28127,"DGRP-42",4,0,30
"coco",9,10,28128,"DGRP-45",22,3,30
"coco",1,11,55016,"DGRP-48",16,6,30
"coco",1,12,29652,"DGRP-57",24,16,30
"coco",2,13,28129,"DGRP-59",23,18,30
"coco",19,14,28130,"DGRP-69",8,3,30
"coco",9,15,28131,"DGRP-73",14,4,30
"coco",20,16,28132,"DGRP-75",20,7,30
"coco",1,17,28134,"DGRP-83",27,12,30
"coco",9,18,28274,"DGRP-85",15,11,30
"coco",14,19,28135,"DGRP-88",7,3,30
"coco",1,20,28136,"DGRP-91",10,5,30
"coco",5,21,28137,"DGRP-93",19,12,30
"coco",1,22,55017,"DGRP-100",9,4,30
"coco",1,23,28138,"DGRP-101",11,5,30
"coco",9,24,28139,"DGRP-105",22,15,30
"coco",2,25,28140,"DGRP-109",13,11,30
"coco",1,26,28141,"DGRP-129",15,6,30
"coco",1,27,28142,"DGRP-136",19,16,30
"coco",10,28,28143,"DGRP-138",26,18,30
"coco",1,29,28144,"DGRP-142",22,18,30
"coco",3,30,28145,"DGRP-149",19,14,30
"coco",3,31,28146,"DGRP-153",22,3,30
"coco",20,32,28147,"DGRP-158",28,23,30
"coco",9,33,28148,"DGRP-161",4,0,30
"coco",3,34,28149,"DGRP-176",24,8,30
"coco",14,35,28150,"DGRP-177",16,7,30
"coco",3,36,28151,"DGRP-181",23,2,30
"coco",3,37,28152,"DGRP-189",22,15,30
"coco",3,38,28153,"DGRP-195",26,17,30
"coco",3,39,25174,"DGRP-208",25,20,30
"coco",3,40,28154,"DGRP-217",19,8,30
"coco",10,41,28155,"DGRP-223",23,15,30
"coco",20,42,28156,"DGRP-227",13,7,30
"coco",20,43,28157,"DGRP-228",21,17,30
"coco",5,44,29653,"DGRP-229",24,14,30
"coco",10,45,28275,"DGRP-235",26,25,30
"coco",5,46,28160,"DGRP-237",19,10,30
"coco",2,47,28161,"DGRP-239",19,10,30
"coco",14,48,28162,"DGRP-256",23,12,30
"coco",11,49,28164,"DGRP-280",29,13,30
"coco",20,50,28165,"DGRP-287",15,8,30
"coco",10,51,25175,"DGRP-301",11,10,30
"coco",10,52,25176,"DGRP-303",14,4,30
"coco",16,53,25177,"DGRP-304",17,8,30
"coco",5,54,37525,"DGRP-306",27,23,30
"coco",5,55,25179,"DGRP-307",25,8,30
"coco",5,56,28166,"DGRP-309",16,15,30
"coco",21,57,28276,"DGRP-310",17,4,30
"coco",5,58,25180,"DGRP-313",1,0,30
"coco",4,60,28167,"DGRP-317",21,19,30
"coco",4,61,28168,"DGRP-318",23,8,30
"coco",4,62,55018,"DGRP-319",20,16,30
"coco",4,63,29654,"DGRP-320",24,12,30
"coco",4,64,29655,"DGRP-321",19,11,30
"coco",4,65,25182,"DGRP-324",26,16,30
"coco",11,66,28171,"DGRP-332",24,18,30
"coco",22,67,25183,"DGRP-335",18,12,30
"coco",4,68,28172,"DGRP-336",8,2,30
"coco",4,69,28173,"DGRP-338",24,3,30
"coco",4,70,28174,"DGRP-340",26,17,30
"coco",10,71,55019,"DGRP-348",13,10,30
"coco",10,72,28176,"DGRP-350",26,23,30
"coco",10,73,28177,"DGRP-352",25,12,30
"coco",10,74,55020,"DGRP-354",22,15,30
"coco",13,75,55038,"DGRP-355",17,14,30
"coco",20,76,28178,"DGRP-356",17,7,30
"coco",14,77,25184,"DGRP-357",26,23,30
"coco",12,78,25185,"DGRP-358",22,8,30
"coco",13,79,28179,"DGRP-359",24,11,30
"coco",12,80,25186,"DGRP-360",23,9,30
"coco",13,81,28180,"DGRP-361",25,16,30
"coco",9,82,25187,"DGRP-362",17,8,30
"coco",7,83,25445,"DGRP-365",23,5,30
"coco",19,84,28181,"DGRP-367",18,3,30
"coco",11,85,28182,"DGRP-370",23,20,30
"coco",16,86,28183,"DGRP-371",17,8,30
"coco",13,87,28184,"DGRP-373",20,10,30
"coco",12,88,28185,"DGRP-374",23,20,30
"coco",7,89,25188,"DGRP-375",23,15,30
"coco",11,90,28186,"DGRP-377",22,18,30
"coco",9,91,25189,"DGRP-379",17,9,30
"coco",14,92,25190,"DGRP-380",30,25,30
"coco",14,93,28188,"DGRP-381",9,4,30
"coco",7,94,28189,"DGRP-382",28,18,30
"coco",20,95,28190,"DGRP-383",17,9,30
"coco",14,96,28191,"DGRP-385",28,15,30
"coco",14,97,28192,"DGRP-386",26,18,30
"coco",7,98,55021,"DGRP-390",21,15,30
"coco",15,99,25191,"DGRP-391",18,4,30
"coco",14,100,28194,"DGRP-392",24,16,30
"coco",7,101,55022,"DGRP-395",24,16,30
"coco",9,102,55023,"DGRP-397",25,14,30
"coco",7,103,25192,"DGRP-399",21,18,30
"coco",14,104,29656,"DGRP-405",26,14,30
"coco",15,105,29657,"DGRP-406",28,9,30
"coco",16,106,28278,"DGRP-409",19,11,30
"coco",6,107,28196,"DGRP-426",9,7,30
"coco",6,108,25193,"DGRP-427",24,19,30
"coco",6,109,25194,"DGRP-437",25,23,30
"coco",16,110,29658,"DGRP-439",20,17,30
"coco",16,111,28197,"DGRP-440",29,23,30
"coco",6,112,28198,"DGRP-441",4,3,30
"coco",15,113,28199,"DGRP-443",27,22,30
"coco",16,114,28200,"DGRP-461",22,20,30
"coco",21,115,25195,"DGRP-486",20,14,30
"coco",6,116,28202,"DGRP-491",12,8,30
"coco",9,117,28203,"DGRP-492",26,21,30
"coco",15,118,28204,"DGRP-502",21,11,30
"coco",20,119,55024,"DGRP-505",22,9,30
"coco",16,120,28205,"DGRP-508",26,10,30
"coco",6,121,28206,"DGRP-509",21,5,30
"coco",6,122,29659,"DGRP-513",24,9,30
"coco",6,123,25197,"DGRP-517",22,13,30
"coco",12,124,55025,"DGRP-528",20,12,30
"coco",6,125,29660,"DGRP-530",22,13,30
"coco",21,126,28207,"DGRP-531",27,21,30
"coco",6,127,28208,"DGRP-535",25,13,30
"coco",7,128,55026,"DGRP-551",26,19,30
"coco",7,129,25198,"DGRP-555",17,14,30
"coco",12,130,55027,"DGRP-559",18,12,30
"coco",7,131,28211,"DGRP-563",14,13,30
"coco",20,132,55028,"DGRP-566",23,21,30
"coco",15,133,28212,"DGRP-584",28,16,30
"coco",15,134,28213,"DGRP-589",15,4,30
"coco",16,135,28215,"DGRP-595",20,14,30
"coco",17,136,55029,"DGRP-596",22,14,30
"coco",7,137,55030,"DGRP-627",19,4,30
"coco",15,138,55031,"DGRP-630",26,14,30
"coco",15,139,55032,"DGRP-634",26,16,30
"coco",21,140,25199,"DGRP-639",10,3,30
"coco",22,141,28217,"DGRP-646",13,6,30
"coco",17,142,28218,"DGRP-703",25,21,30
"coco",17,143,25744,"DGRP-705",28,15,30
"coco",17,144,25200,"DGRP-707",21,18,30
"coco",19,145,25201,"DGRP-712",18,17,30
"coco",12,146,25745,"DGRP-714",23,16,30
"coco",11,147,28219,"DGRP-716",22,8,30
"coco",18,148,28220,"DGRP-721",9,3,30
"coco",21,149,28221,"DGRP-727",17,9,30
"coco",9,151,25203,"DGRP-732",28,15,30
"coco",17,152,28222,"DGRP-737",23,15,30
"coco",22,153,28223,"DGRP-738",12,8,30
"coco",17,154,28224,"DGRP-748",15,4,30
"coco",19,155,28226,"DGRP-757",22,16,30
"coco",20,156,28227,"DGRP-761",19,6,30
"coco",17,157,25204,"DGRP-765",22,10,30
"coco",11,158,25205,"DGRP-774",21,9,30
"coco",11,159,28229,"DGRP-776",27,14,30
"coco",12,160,28230,"DGRP-783",30,25,30
"coco",12,161,25206,"DGRP-786",20,11,30
"coco",11,162,28231,"DGRP-787",28,13,30
"coco",19,163,28232,"DGRP-790",12,8,30
"coco",17,164,28233,"DGRP-796",28,15,30
"coco",13,165,25207,"DGRP-799",27,23,30
"coco",11,166,28234,"DGRP-801",11,7,30
"coco",12,167,28235,"DGRP-802",19,17,30
"coco",15,168,28236,"DGRP-804",14,5,30
"coco",22,169,28237,"DGRP-805",NA,NA,30
"coco",17,170,28238,"DGRP-808",25,11,30
"coco",17,171,28239,"DGRP-810",0,0,30
"coco",15,172,28240,"DGRP-812",19,1,30
"coco",17,173,28241,"DGRP-818",25,12,30
"coco",13,174,28242,"DGRP-819",23,9,30
"coco",11,175,25208,"DGRP-820",23,10,30
"coco",8,176,28243,"DGRP-821",23,14,30
"coco",19,177,28244,"DGRP-822",12,7,30
"coco",21,178,28245,"DGRP-832",13,7,30
"coco",8,180,28247,"DGRP-843",21,10,30
"coco",18,181,28248,"DGRP-849",12,10,30
"coco",19,182,28249,"DGRP-850",21,5,30
"coco",8,183,25209,"DGRP-852",10,5,30
"coco",18,184,28250,"DGRP-853",25,16,30
"coco",18,185,28251,"DGRP-855",18,7,30
"coco",19,186,28252,"DGRP-857",17,4,30
"coco",8,187,25210,"DGRP-859",26,24,30
"coco",18,188,28253,"DGRP-861",24,19,30
"coco",19,189,28254,"DGRP-879",24,10,30
"coco",18,190,28255,"DGRP-882",12,9,30
"coco",19,192,28279,"DGRP-887",5,2,30
"coco",8,193,28257,"DGRP-890",21,11,30
"coco",8,194,28258,"DGRP-892",23,16,30
"coco",8,196,28260,"DGRP-897",14,13,30
"coco",8,197,28261,"DGRP-900",23,8,30
"coco",8,198,28262,"DGRP-907",26,15,30
"coco",8,199,28263,"DGRP-908",26,5,30
"coco",18,200,28264,"DGRP-911",21,9,30
"coco",18,201,28265,"DGRP-913",21,14,30
"lard",2,1,28122,"DGRP-21",30,28,30
"lard",2,2,28123,"DGRP-26",30,29,30
"lard",21,3,28124,"DGRP-28",25,23,30
"lard",2,4,55014,"DGRP-31",26,24,30
"lard",2,5,55015,"DGRP-32",28,19,30
"lard",2,6,28125,"DGRP-38",13,11,30
"lard",2,7,29651,"DGRP-40",29,28,30
"lard",2,8,28126,"DGRP-41",28,26,30
"lard",21,9,28127,"DGRP-42",12,7,30
"lard",9,10,28128,"DGRP-45",27,27,30
"lard",1,11,55016,"DGRP-48",14,9,30
"lard",1,12,29652,"DGRP-57",29,25,30
"lard",2,13,28129,"DGRP-59",30,29,30
"lard",19,14,28130,"DGRP-69",9,4,30
"lard",9,15,28131,"DGRP-73",28,28,30
"lard",20,16,28132,"DGRP-75",29,24,30
"lard",1,17,28134,"DGRP-83",27,25,30
"lard",9,18,28274,"DGRP-85",21,19,30
"lard",14,19,28135,"DGRP-88",24,23,30
"lard",1,20,28136,"DGRP-91",22,19,30
"lard",5,21,28137,"DGRP-93",15,14,30
"lard",1,22,55017,"DGRP-100",24,21,30
"lard",1,23,28138,"DGRP-101",15,15,30
"lard",9,24,28139,"DGRP-105",29,29,30
"lard",2,25,28140,"DGRP-109",16,15,30
"lard",1,26,28141,"DGRP-129",26,24,30
"lard",1,27,28142,"DGRP-136",20,19,30
"lard",10,28,28143,"DGRP-138",28,28,30
"lard",1,29,28144,"DGRP-142",25,25,30
"lard",3,30,28145,"DGRP-149",30,28,30
"lard",3,31,28146,"DGRP-153",27,23,30
"lard",20,32,28147,"DGRP-158",29,27,30
"lard",9,33,28148,"DGRP-161",27,27,30
"lard",3,34,28149,"DGRP-176",27,16,30
"lard",14,35,28150,"DGRP-177",26,18,30
"lard",3,36,28151,"DGRP-181",27,24,30
"lard",3,37,28152,"DGRP-189",30,30,30
"lard",3,38,28153,"DGRP-195",27,27,30
"lard",3,39,25174,"DGRP-208",29,29,30
"lard",3,40,28154,"DGRP-217",28,28,30
"lard",10,41,28155,"DGRP-223",24,20,30
"lard",20,42,28156,"DGRP-227",23,19,30
"lard",20,43,28157,"DGRP-228",25,25,30
"lard",5,44,29653,"DGRP-229",27,25,30
"lard",10,45,28275,"DGRP-235",30,30,30
"lard",5,46,28160,"DGRP-237",16,16,30
"lard",2,47,28161,"DGRP-239",27,23,30
"lard",14,48,28162,"DGRP-256",27,24,30
"lard",11,49,28164,"DGRP-280",30,30,30
"lard",20,50,28165,"DGRP-287",20,18,30
"lard",10,51,25175,"DGRP-301",15,10,30
"lard",10,52,25176,"DGRP-303",27,23,30
"lard",16,53,25177,"DGRP-304",26,25,30
"lard",5,54,37525,"DGRP-306",30,27,30
"lard",5,55,25179,"DGRP-307",28,28,30
"lard",5,56,28166,"DGRP-309",24,24,30
"lard",21,57,28276,"DGRP-310",30,22,30
"lard",5,58,25180,"DGRP-313",14,2,30
"lard",4,60,28167,"DGRP-317",21,16,30
"lard",4,61,28168,"DGRP-318",30,29,30
"lard",4,62,55018,"DGRP-319",27,27,30
"lard",4,63,29654,"DGRP-320",28,27,30
"lard",4,64,29655,"DGRP-321",23,23,30
"lard",4,65,25182,"DGRP-324",29,29,30
"lard",11,66,28171,"DGRP-332",27,26,30
"lard",22,67,25183,"DGRP-335",29,29,30
"lard",4,68,28172,"DGRP-336",15,10,30
"lard",4,69,28173,"DGRP-338",30,14,30
"lard",4,70,28174,"DGRP-340",30,30,30
"lard",10,71,55019,"DGRP-348",14,12,30
"lard",10,72,28176,"DGRP-350",24,24,30
"lard",10,73,28177,"DGRP-352",30,30,30
"lard",10,74,55020,"DGRP-354",28,26,30
"lard",13,75,55038,"DGRP-355",14,14,30
"lard",20,76,28178,"DGRP-356",26,22,30
"lard",14,77,25184,"DGRP-357",27,26,30
"lard",12,78,25185,"DGRP-358",25,15,30
"lard",13,79,28179,"DGRP-359",29,17,30
"lard",12,80,25186,"DGRP-360",27,26,30
"lard",13,81,28180,"DGRP-361",30,28,30
"lard",9,82,25187,"DGRP-362",24,24,30
"lard",7,83,25445,"DGRP-365",29,27,30
"lard",19,84,28181,"DGRP-367",25,23,30
"lard",11,85,28182,"DGRP-370",27,25,30
"lard",16,86,28183,"DGRP-371",20,17,30
"lard",13,87,28184,"DGRP-373",20,15,30
"lard",12,88,28185,"DGRP-374",27,26,30
"lard",7,89,25188,"DGRP-375",25,24,30
"lard",11,90,28186,"DGRP-377",20,17,30
"lard",9,91,25189,"DGRP-379",28,24,30
"lard",14,92,25190,"DGRP-380",30,29,30
"lard",14,93,28188,"DGRP-381",20,10,30
"lard",7,94,28189,"DGRP-382",30,29,30
"lard",20,95,28190,"DGRP-383",18,15,30
"lard",14,96,28191,"DGRP-385",30,25,30
"lard",14,97,28192,"DGRP-386",28,25,30
"lard",7,98,55021,"DGRP-390",21,21,30
"lard",15,99,25191,"DGRP-391",25,23,30
"lard",14,100,28194,"DGRP-392",29,27,30
"lard",7,101,55022,"DGRP-395",30,30,30
"lard",9,102,55023,"DGRP-397",30,30,30
"lard",7,103,25192,"DGRP-399",27,24,30
"lard",14,104,29656,"DGRP-405",27,26,30
"lard",15,105,29657,"DGRP-406",30,29,30
"lard",16,106,28278,"DGRP-409",27,26,30
"lard",6,107,28196,"DGRP-426",15,15,30
"lard",6,108,25193,"DGRP-427",29,25,30
"lard",6,109,25194,"DGRP-437",29,29,30
"lard",16,110,29658,"DGRP-439",25,25,30
"lard",16,111,28197,"DGRP-440",29,27,30
"lard",6,112,28198,"DGRP-441",26,25,30
"lard",15,113,28199,"DGRP-443",24,23,30
"lard",16,114,28200,"DGRP-461",29,29,30
"lard",21,115,25195,"DGRP-486",24,23,30
"lard",6,116,28202,"DGRP-491",30,29,30
"lard",9,117,28203,"DGRP-492",28,28,30
"lard",15,118,28204,"DGRP-502",29,26,30
"lard",20,119,55024,"DGRP-505",25,25,30
"lard",16,120,28205,"DGRP-508",28,26,30
"lard",6,121,28206,"DGRP-509",27,26,30
"lard",6,122,29659,"DGRP-513",28,24,30
"lard",6,123,25197,"DGRP-517",28,27,30
"lard",12,124,55025,"DGRP-528",24,17,30
"lard",6,125,29660,"DGRP-530",26,24,30
"lard",21,126,28207,"DGRP-531",29,28,30
"lard",6,127,28208,"DGRP-535",30,30,30
"lard",7,128,55026,"DGRP-551",30,30,30
"lard",7,129,25198,"DGRP-555",26,25,30
"lard",12,130,55027,"DGRP-559",23,20,30
"lard",7,131,28211,"DGRP-563",24,22,30
"lard",20,132,55028,"DGRP-566",25,22,30
"lard",15,133,28212,"DGRP-584",30,30,30
"lard",15,134,28213,"DGRP-589",27,26,30
"lard",16,135,28215,"DGRP-595",28,28,30
"lard",17,136,55029,"DGRP-596",26,20,30
"lard",7,137,55030,"DGRP-627",29,29,30
"lard",15,138,55031,"DGRP-630",29,26,30
"lard",15,139,55032,"DGRP-634",28,28,30
"lard",21,140,25199,"DGRP-639",12,8,30
"lard",22,141,28217,"DGRP-646",14,12,30
"lard",17,142,28218,"DGRP-703",30,27,30
"lard",17,143,25744,"DGRP-705",30,28,30
"lard",17,144,25200,"DGRP-707",25,25,30
"lard",19,145,25201,"DGRP-712",27,23,30
"lard",12,146,25745,"DGRP-714",27,26,30
"lard",11,147,28219,"DGRP-716",29,27,30
"lard",18,148,28220,"DGRP-721",28,25,30
"lard",21,149,28221,"DGRP-727",21,17,30
"lard",9,151,25203,"DGRP-732",25,24,30
"lard",17,152,28222,"DGRP-737",29,28,30
"lard",22,153,28223,"DGRP-738",15,14,30
"lard",17,154,28224,"DGRP-748",30,29,30
"lard",19,155,28226,"DGRP-757",28,26,30
"lard",20,156,28227,"DGRP-761",29,27,30
"lard",17,157,25204,"DGRP-765",29,24,30
"lard",11,158,25205,"DGRP-774",28,28,30
"lard",11,159,28229,"DGRP-776",28,28,30
"lard",12,160,28230,"DGRP-783",29,29,30
"lard",12,161,25206,"DGRP-786",30,28,30
"lard",11,162,28231,"DGRP-787",30,29,30
